WISE_ID,ConstructionType,LoadBearingCapacity (kPa),AlternativeUse,ModificationRecommendation,Success
NI016,High-rise Building,150,,Increase CBR in top 2 layers,False
NI016,Low-rise,100,,Reduce liquid limit via compaction,False
NI016,Roads & Highways,70,,Increase CBR in top 2 layers,False
NI016,Bridges,120,,Increase CBR in top 2 layers,False
NI016,Tunnels,150,,Increase CBR in top 2 layers,False
NI016,Railway Tracks,80,,Increase CBR in top 2 layers,False
NI016,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
NI016,Dams,100,,Reduce liquid limit via compaction,False
NI016,Water Reservoirs,90,,Reduce liquid limit via compaction,False
NI016,Airport Runways,180,,Reduce liquid limit via compaction,False
NI017,Residential Building,50,,Reduce liquid limit via compaction,False
NI017,High-rise Building,150,,Use deep foundations or densify subsoil,False
NI017,Low-rise,100,,Reduce liquid limit via compaction,False
NI017,Roads & Highways,70,,Reduce liquid limit via compaction,False
NI017,Bridges,120,,Use deep foundations or densify subsoil,False
NI017,Tunnels,150,,Use deep foundations or densify subsoil,False
NI017,Railway Tracks,80,,Use deep foundations or densify subsoil,False
NI017,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
NI017,Dams,100,,Increase CBR in top 2 layers,False
NI017,Water Reservoirs,90,,Reduce liquid limit via compaction,False
NI017,Airport Runways,180,,Increase CBR in top 2 layers,False
NI018,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
NI018,High-rise Building,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
NI018,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
NI018,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
NI018,Bridges,120,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
NI018,Tunnels,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
NI018,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
NI018,Pipeline Infrastructure,30,,,True
NI018,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
NI018,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
NI018,Airport Runways,180,Pipeline Infrastructure,Reduce liquid limit via compaction,False
NI019,Residential Building,50,,Reduce liquid limit via compaction,False
NI019,High-rise Building,150,,Reduce liquid limit via compaction,False
NI019,Low-rise,100,,Increase CBR in top 2 layers,False
NI019,Roads & Highways,70,,Reduce liquid limit via compaction,False
NI019,Bridges,120,,Use deep foundations or densify subsoil,False
NI019,Tunnels,150,,Increase CBR in top 2 layers,False
NI019,Railway Tracks,80,,Reduce liquid limit via compaction,False
NI019,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
NI019,Dams,100,,Increase CBR in top 2 layers,False
NI019,Water Reservoirs,90,,Increase CBR in top 2 layers,False
NI019,Airport Runways,180,,Reduce liquid limit via compaction,False
NI020,Residential Building,50,,Reduce liquid limit via compaction,False
NI020,High-rise Building,150,,Increase CBR in top 2 layers,False
NI020,Low-rise,100,,Use deep foundations or densify subsoil,False
NI020,Roads & Highways,70,,Reduce liquid limit via compaction,False
NI020,Bridges,120,,Increase CBR in top 2 layers,False
NI020,Tunnels,150,,Use deep foundations or densify subsoil,False
NI020,Railway Tracks,80,,Use deep foundations or densify subsoil,False
NI020,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
NI020,Dams,100,,Use deep foundations or densify subsoil,False
NI020,Water Reservoirs,90,,Increase CBR in top 2 layers,False
NI020,Airport Runways,180,,Use deep foundations or densify subsoil,False
NI021,Residential Building,50,,Reduce liquid limit via compaction,False
NI021,High-rise Building,150,,Reduce liquid limit via compaction,False
NI021,Low-rise,100,,Reduce liquid limit via compaction,False
NI021,Roads & Highways,70,,Reduce liquid limit via compaction,False
NI021,Bridges,120,,Increase CBR in top 2 layers,False
NI021,Tunnels,150,,Reduce liquid limit via compaction,False
NI021,Railway Tracks,80,,Reduce liquid limit via compaction,False
NI021,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
NI021,Dams,100,,Use deep foundations or densify subsoil,False
NI021,Water Reservoirs,90,,Increase CBR in top 2 layers,False
NI021,Airport Runways,180,,Increase CBR in top 2 layers,False
NP007,Residential Building,50,,Use deep foundations or densify subsoil,False
NP007,High-rise Building,150,,Increase CBR in top 2 layers,False
NP007,Low-rise,100,,Use deep foundations or densify subsoil,False
NP007,Roads & Highways,70,,Use deep foundations or densify subsoil,False
NP007,Bridges,120,,Reduce liquid limit via compaction,False
NP007,Tunnels,150,,Reduce liquid limit via compaction,False
NP007,Railway Tracks,80,,Reduce liquid limit via compaction,False
NP007,Pipeline Infrastructure,30,,Increase CBR in top 2 layers,False
NP007,Dams,100,,Use deep foundations or densify subsoil,False
NP007,Water Reservoirs,90,,Reduce liquid limit via compaction,False
NP007,Airport Runways,180,,Reduce liquid limit via compaction,False
NP008,Residential Building,50,,,True
NP008,High-rise Building,150,Residential Building,Reduce liquid limit via compaction,False
NP008,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
NP008,Roads & Highways,70,Residential Building,Use deep foundations or densify subsoil,False
NP008,Bridges,120,Residential Building,Reduce liquid limit via compaction,False
NP008,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
NP008,Railway Tracks,80,Residential Building,Increase CBR in top 2 layers,False
NP008,Pipeline Infrastructure,30,,,True
NP008,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
NP008,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
NP008,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
NP009,Residential Building,50,Pipeline Infrastructure,Increase CBR in top 2 layers,False
NP009,High-rise Building,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
NP009,Low-rise,100,Pipeline Infrastructure,Increase CBR in top 2 layers,False
NP009,Roads & Highways,70,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
NP009,Bridges,120,Pipeline Infrastructure,Increase CBR in top 2 layers,False
NP009,Tunnels,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
NP009,Railway Tracks,80,Pipeline Infrastructure,Increase CBR in top 2 layers,False
NP009,Pipeline Infrastructure,30,,,True
NP009,Dams,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
NP009,Water Reservoirs,90,Pipeline Infrastructure,Increase CBR in top 2 layers,False
NP009,Airport Runways,180,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
NP010,Residential Building,50,,Reduce liquid limit via compaction,False
NP010,High-rise Building,150,,Use deep foundations or densify subsoil,False
NP010,Low-rise,100,,Reduce liquid limit via compaction,False
NP010,Roads & Highways,70,,Reduce liquid limit via compaction,False
NP010,Bridges,120,,Use deep foundations or densify subsoil,False
NP010,Tunnels,150,,Use deep foundations or densify subsoil,False
NP010,Railway Tracks,80,,Reduce liquid limit via compaction,False
NP010,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
NP010,Dams,100,,Reduce liquid limit via compaction,False
NP010,Water Reservoirs,90,,Reduce liquid limit via compaction,False
NP010,Airport Runways,180,,Reduce liquid limit via compaction,False
NP011,Residential Building,50,,,True
NP011,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
NP011,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
NP011,Roads & Highways,70,Residential Building,Increase CBR in top 2 layers,False
NP011,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
NP011,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
NP011,Railway Tracks,80,Residential Building,Increase CBR in top 2 layers,False
NP011,Pipeline Infrastructure,30,,,True
NP011,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
NP011,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
NP011,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
NZ011,Residential Building,50,,,True
NZ011,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
NZ011,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
NZ011,Roads & Highways,70,,,True
NZ011,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
NZ011,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
NZ011,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
NZ011,Pipeline Infrastructure,30,,,True
NZ011,Dams,100,Residential Building,Increase CBR in top 2 layers,False
NZ011,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
NZ011,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
NZ012,Residential Building,50,,Reduce liquid limit via compaction,False
NZ012,High-rise Building,150,,Increase CBR in top 2 layers,False
NZ012,Low-rise,100,,Reduce liquid limit via compaction,False
NZ012,Roads & Highways,70,,Reduce liquid limit via compaction,False
NZ012,Bridges,120,,Use deep foundations or densify subsoil,False
NZ012,Tunnels,150,,Use deep foundations or densify subsoil,False
NZ012,Railway Tracks,80,,Reduce liquid limit via compaction,False
NZ012,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
NZ012,Dams,100,,Reduce liquid limit via compaction,False
NZ012,Water Reservoirs,90,,Reduce liquid limit via compaction,False
NZ012,Airport Runways,180,,Increase CBR in top 2 layers,False
NZ013,Residential Building,50,,Reduce liquid limit via compaction,False
NZ013,High-rise Building,150,,Increase CBR in top 2 layers,False
NZ013,Low-rise,100,,Use deep foundations or densify subsoil,False
NZ013,Roads & Highways,70,,Reduce liquid limit via compaction,False
NZ013,Bridges,120,,Use deep foundations or densify subsoil,False
NZ013,Tunnels,150,,Reduce liquid limit via compaction,False
NZ013,Railway Tracks,80,,Reduce liquid limit via compaction,False
NZ013,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
NZ013,Dams,100,,Use deep foundations or densify subsoil,False
NZ013,Water Reservoirs,90,,Increase CBR in top 2 layers,False
NZ013,Airport Runways,180,,Use deep foundations or densify subsoil,False
NZ014,Residential Building,50,,Use deep foundations or densify subsoil,False
NZ014,High-rise Building,150,,Increase CBR in top 2 layers,False
NZ014,Low-rise,100,,Increase CBR in top 2 layers,False
NZ014,Roads & Highways,70,,Increase CBR in top 2 layers,False
NZ014,Bridges,120,,Use deep foundations or densify subsoil,False
NZ014,Tunnels,150,,Use deep foundations or densify subsoil,False
NZ014,Railway Tracks,80,,Increase CBR in top 2 layers,False
NZ014,Pipeline Infrastructure,30,,Increase CBR in top 2 layers,False
NZ014,Dams,100,,Increase CBR in top 2 layers,False
NZ014,Water Reservoirs,90,,Increase CBR in top 2 layers,False
NZ014,Airport Runways,180,,Reduce liquid limit via compaction,False
NZ015,Residential Building,50,,,True
NZ015,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
NZ015,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
NZ015,Roads & Highways,70,,,True
NZ015,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
NZ015,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
NZ015,Railway Tracks,80,,,True
NZ015,Pipeline Infrastructure,30,,,True
NZ015,Dams,100,Residential Building,Increase CBR in top 2 layers,False
NZ015,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
NZ015,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PA001,Residential Building,50,,,True
PA001,High-rise Building,150,Residential Building,Reduce liquid limit via compaction,False
PA001,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
PA001,Roads & Highways,70,Residential Building,Increase CBR in top 2 layers,False
PA001,Bridges,120,Residential Building,Reduce liquid limit via compaction,False
PA001,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
PA001,Railway Tracks,80,Residential Building,Increase CBR in top 2 layers,False
PA001,Pipeline Infrastructure,30,,,True
PA001,Dams,100,Residential Building,Reduce liquid limit via compaction,False
PA001,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
PA001,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PA002,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA002,High-rise Building,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PA002,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA002,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA002,Bridges,120,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PA002,Tunnels,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA002,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA002,Pipeline Infrastructure,30,,,True
PA002,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA002,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA002,Airport Runways,180,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA003,Residential Building,50,,,True
PA003,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PA003,Low-rise,100,,,True
PA003,Roads & Highways,70,,,True
PA003,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
PA003,Tunnels,150,Residential Building,Reduce liquid limit via compaction,False
PA003,Railway Tracks,80,,,True
PA003,Pipeline Infrastructure,30,,,True
PA003,Dams,100,Residential Building,Reduce liquid limit via compaction,False
PA003,Water Reservoirs,90,,,True
PA003,Airport Runways,180,Residential Building,Reduce liquid limit via compaction,False
PA004,Residential Building,50,,Reduce liquid limit via compaction,False
PA004,High-rise Building,150,,Use deep foundations or densify subsoil,False
PA004,Low-rise,100,,Use deep foundations or densify subsoil,False
PA004,Roads & Highways,70,,Reduce liquid limit via compaction,False
PA004,Bridges,120,,Reduce liquid limit via compaction,False
PA004,Tunnels,150,,Increase CBR in top 2 layers,False
PA004,Railway Tracks,80,,Reduce liquid limit via compaction,False
PA004,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PA004,Dams,100,,Use deep foundations or densify subsoil,False
PA004,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PA004,Airport Runways,180,,Use deep foundations or densify subsoil,False
PA005,Residential Building,50,,,True
PA005,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PA005,Low-rise,100,,,True
PA005,Roads & Highways,70,,,True
PA005,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PA005,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PA005,Railway Tracks,80,,,True
PA005,Pipeline Infrastructure,30,,,True
PA005,Dams,100,Residential Building,Reduce liquid limit via compaction,False
PA005,Water Reservoirs,90,,,True
PA005,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PA006,Residential Building,50,,Reduce liquid limit via compaction,False
PA006,High-rise Building,150,,Reduce liquid limit via compaction,False
PA006,Low-rise,100,,Use deep foundations or densify subsoil,False
PA006,Roads & Highways,70,,Reduce liquid limit via compaction,False
PA006,Bridges,120,,Reduce liquid limit via compaction,False
PA006,Tunnels,150,,Use deep foundations or densify subsoil,False
PA006,Railway Tracks,80,,Reduce liquid limit via compaction,False
PA006,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PA006,Dams,100,,Reduce liquid limit via compaction,False
PA006,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PA006,Airport Runways,180,,Increase CBR in top 2 layers,False
PA007,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA007,High-rise Building,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA007,Low-rise,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PA007,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA007,Bridges,120,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA007,Tunnels,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PA007,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA007,Pipeline Infrastructure,30,,,True
PA007,Dams,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PA007,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA007,Airport Runways,180,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PA008,Residential Building,50,,,True
PA008,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PA008,Low-rise,100,Residential Building,Reduce liquid limit via compaction,False
PA008,Roads & Highways,70,,,True
PA008,Bridges,120,Residential Building,Reduce liquid limit via compaction,False
PA008,Tunnels,150,Residential Building,Reduce liquid limit via compaction,False
PA008,Railway Tracks,80,,,True
PA008,Pipeline Infrastructure,30,,,True
PA008,Dams,100,Residential Building,Reduce liquid limit via compaction,False
PA008,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
PA008,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PA009,Residential Building,50,,,True
PA009,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PA009,Low-rise,100,,,True
PA009,Roads & Highways,70,,,True
PA009,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PA009,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
PA009,Railway Tracks,80,,,True
PA009,Pipeline Infrastructure,30,,,True
PA009,Dams,100,,,True
PA009,Water Reservoirs,90,,,True
PA009,Airport Runways,180,Residential Building,Reduce liquid limit via compaction,False
PA010,Residential Building,50,,Reduce liquid limit via compaction,False
PA010,High-rise Building,150,,Reduce liquid limit via compaction,False
PA010,Low-rise,100,,Increase CBR in top 2 layers,False
PA010,Roads & Highways,70,,Use deep foundations or densify subsoil,False
PA010,Bridges,120,,Reduce liquid limit via compaction,False
PA010,Tunnels,150,,Increase CBR in top 2 layers,False
PA010,Railway Tracks,80,,Increase CBR in top 2 layers,False
PA010,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PA010,Dams,100,,Reduce liquid limit via compaction,False
PA010,Water Reservoirs,90,,Use deep foundations or densify subsoil,False
PA010,Airport Runways,180,,Use deep foundations or densify subsoil,False
PA011,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA011,High-rise Building,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PA011,Low-rise,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PA011,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA011,Bridges,120,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PA011,Tunnels,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PA011,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA011,Pipeline Infrastructure,30,,,True
PA011,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA011,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA011,Airport Runways,180,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PA012,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA012,High-rise Building,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PA012,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA012,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA012,Bridges,120,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PA012,Tunnels,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PA012,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA012,Pipeline Infrastructure,30,,,True
PA012,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA012,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PA012,Airport Runways,180,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PA013,Residential Building,50,,,True
PA013,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PA013,Low-rise,100,,,True
PA013,Roads & Highways,70,,,True
PA013,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
PA013,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
PA013,Railway Tracks,80,,,True
PA013,Pipeline Infrastructure,30,,,True
PA013,Dams,100,,,True
PA013,Water Reservoirs,90,,,True
PA013,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PA014,Residential Building,50,,Reduce liquid limit via compaction,False
PA014,High-rise Building,150,,Increase CBR in top 2 layers,False
PA014,Low-rise,100,,Reduce liquid limit via compaction,False
PA014,Roads & Highways,70,,Reduce liquid limit via compaction,False
PA014,Bridges,120,,Reduce liquid limit via compaction,False
PA014,Tunnels,150,,Increase CBR in top 2 layers,False
PA014,Railway Tracks,80,,Reduce liquid limit via compaction,False
PA014,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PA014,Dams,100,,Reduce liquid limit via compaction,False
PA014,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PA014,Airport Runways,180,,Reduce liquid limit via compaction,False
PG001,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PG001,High-rise Building,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PG001,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PG001,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PG001,Bridges,120,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PG001,Tunnels,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PG001,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PG001,Pipeline Infrastructure,30,,,True
PG001,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PG001,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PG001,Airport Runways,180,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PG002,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PG002,High-rise Building,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PG002,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PG002,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PG002,Bridges,120,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PG002,Tunnels,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PG002,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PG002,Pipeline Infrastructure,30,,,True
PG002,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PG002,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PG002,Airport Runways,180,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PG003,Residential Building,50,,,True
PG003,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PG003,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PG003,Roads & Highways,70,,,True
PG003,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
PG003,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PG003,Railway Tracks,80,,,True
PG003,Pipeline Infrastructure,30,,,True
PG003,Dams,100,Residential Building,Increase CBR in top 2 layers,False
PG003,Water Reservoirs,90,,,True
PG003,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PG019,Residential Building,50,,Reduce liquid limit via compaction,False
PG019,High-rise Building,150,,Reduce liquid limit via compaction,False
PG019,Low-rise,100,,Reduce liquid limit via compaction,False
PG019,Roads & Highways,70,,Reduce liquid limit via compaction,False
PG019,Bridges,120,,Reduce liquid limit via compaction,False
PG019,Tunnels,150,,Use deep foundations or densify subsoil,False
PG019,Railway Tracks,80,,Reduce liquid limit via compaction,False
PG019,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PG019,Dams,100,,Reduce liquid limit via compaction,False
PG019,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PG019,Airport Runways,180,,Increase CBR in top 2 layers,False
PG020,Residential Building,50,,,True
PG020,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PG020,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PG020,Roads & Highways,70,,,True
PG020,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
PG020,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PG020,Railway Tracks,80,,,True
PG020,Pipeline Infrastructure,30,,,True
PG020,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
PG020,Water Reservoirs,90,,,True
PG020,Airport Runways,180,Residential Building,Reduce liquid limit via compaction,False
PG021,Residential Building,50,,,True
PG021,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PG021,Low-rise,100,,,True
PG021,Roads & Highways,70,,,True
PG021,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
PG021,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
PG021,Railway Tracks,80,,,True
PG021,Pipeline Infrastructure,30,,,True
PG021,Dams,100,,,True
PG021,Water Reservoirs,90,,,True
PG021,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PG022,Residential Building,50,,Reduce liquid limit via compaction,False
PG022,High-rise Building,150,,Reduce liquid limit via compaction,False
PG022,Low-rise,100,,Use deep foundations or densify subsoil,False
PG022,Roads & Highways,70,,Reduce liquid limit via compaction,False
PG022,Bridges,120,,Reduce liquid limit via compaction,False
PG022,Tunnels,150,,Reduce liquid limit via compaction,False
PG022,Railway Tracks,80,,Reduce liquid limit via compaction,False
PG022,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PG022,Dams,100,,Use deep foundations or densify subsoil,False
PG022,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PG022,Airport Runways,180,,Increase CBR in top 2 layers,False
PG023,Residential Building,50,,,True
PG023,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PG023,Low-rise,100,,,True
PG023,Roads & Highways,70,,,True
PG023,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
PG023,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
PG023,Railway Tracks,80,,,True
PG023,Pipeline Infrastructure,30,,,True
PG023,Dams,100,,,True
PG023,Water Reservoirs,90,,,True
PG023,Airport Runways,180,Residential Building,Reduce liquid limit via compaction,False
PG024,Residential Building,50,,Reduce liquid limit via compaction,False
PG024,High-rise Building,150,,Reduce liquid limit via compaction,False
PG024,Low-rise,100,,Reduce liquid limit via compaction,False
PG024,Roads & Highways,70,,Reduce liquid limit via compaction,False
PG024,Bridges,120,,Increase CBR in top 2 layers,False
PG024,Tunnels,150,,Reduce liquid limit via compaction,False
PG024,Railway Tracks,80,,Reduce liquid limit via compaction,False
PG024,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PG024,Dams,100,,Reduce liquid limit via compaction,False
PG024,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PG024,Airport Runways,180,,Use deep foundations or densify subsoil,False
PG025,Residential Building,50,,,True
PG025,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PG025,Low-rise,100,,,True
PG025,Roads & Highways,70,,,True
PG025,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PG025,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
PG025,Railway Tracks,80,,,True
PG025,Pipeline Infrastructure,30,,,True
PG025,Dams,100,,,True
PG025,Water Reservoirs,90,,,True
PG025,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PG026,Residential Building,50,,Reduce liquid limit via compaction,False
PG026,High-rise Building,150,,Reduce liquid limit via compaction,False
PG026,Low-rise,100,,Reduce liquid limit via compaction,False
PG026,Roads & Highways,70,,Reduce liquid limit via compaction,False
PG026,Bridges,120,,Reduce liquid limit via compaction,False
PG026,Tunnels,150,,Reduce liquid limit via compaction,False
PG026,Railway Tracks,80,,Reduce liquid limit via compaction,False
PG026,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PG026,Dams,100,,Reduce liquid limit via compaction,False
PG026,Water Reservoirs,90,,Reduce liquid limit via compaction,False
