WISE_ID,TOPDEP,BOTDEP,SAND,SILT,CLAY,GRAVEL,BULKDENS,OMC,MDD,CBR,LLMT,PLIND,POROS
KE020,120.0,160.0,51.0,5.0,44.0,18.2,0.9,10.4,2.1,6.5,52.2,10.9,39.1
KE021,0.0,20.0,76.0,10.0,14.0,18.2,0.9,19.7,2.0,6.4,28.4,6.3,36.9
KE021,20.0,37.0,57.0,8.0,35.0,18.2,0.9,25.5,2.1,10.6,28.0,17.8,39.5
KE021,37.0,67.0,45.0,9.0,46.0,18.2,0.9,21.3,1.4,6.7,28.6,28.3,35.2
KE021,67.0,120.0,42.0,16.0,42.0,18.2,0.9,19.9,2.0,2.3,27.9,16.8,43.2
KE021,120.0,160.0,53.0,11.0,36.0,18.2,0.9,22.0,1.7,6.6,28.3,17.5,43.7
KE022,0.0,23.0,49.0,9.0,42.0,18.2,0.9,18.8,1.9,2.3,45.4,28.3,22.1
KE022,23.0,36.0,37.0,7.0,56.0,18.2,0.9,23.7,2.1,2.2,45.1,10.5,37.5
KE022,36.0,78.0,31.0,8.0,61.0,18.2,0.9,23.8,1.9,2.1,44.7,19.1,36.3
KE022,78.0,180.0,28.0,7.0,65.0,18.2,0.9,28.1,2.0,1.9,44.7,19.6,49.5
KE023,0.0,37.0,57.0,10.0,33.0,18.2,0.9,21.9,1.6,9.5,51.8,29.6,36.0
KE023,37.0,70.0,48.0,13.0,39.0,18.2,0.9,21.1,1.3,5.7,45.8,20.3,41.6
KE023,70.0,115.0,52.0,6.0,42.0,18.2,0.9,12.8,1.6,13.0,27.1,20.9,35.9
KE023,115.0,150.0,51.0,12.0,37.0,18.2,0.9,28.9,1.5,6.0,57.2,11.9,30.5
KE023,150.0,200.0,50.0,17.0,33.0,18.2,0.9,21.1,1.4,14.5,45.7,20.5,36.0
KE024,0.0,27.0,61.0,16.0,23.0,18.2,0.9,21.3,1.8,13.2,55.6,5.8,31.8
KE024,27.0,56.0,59.0,14.0,27.0,18.2,0.9,28.9,2.0,14.0,53.4,8.0,32.1
KE024,56.0,80.0,62.0,13.0,25.0,18.2,0.9,20.9,2.3,13.0,56.2,10.8,31.8
KE024,82.0,130.0,66.0,13.0,21.0,18.2,0.9,13.9,2.1,11.7,58.5,18.7,32.6
KE025,0.0,22.0,85.0,8.0,7.0,18.2,0.9,10.2,2.1,8.5,49.7,19.4,37.9
KE025,22.0,48.0,77.0,9.0,14.0,18.2,0.9,15.1,2.1,8.5,22.9,19.6,33.1
KE025,48.0,91.0,69.0,5.0,26.0,18.2,0.9,16.8,2.1,8.5,21.7,19.3,34.0
KE025,91.0,130.0,64.0,5.0,31.0,18.2,0.9,18.2,1.9,8.5,31.1,19.7,21.9
KE026,0.0,20.0,69.0,9.0,22.0,18.2,0.9,15.8,1.8,3.7,32.7,25.3,24.2
KE026,20.0,48.0,52.0,7.0,41.0,18.2,0.9,12.3,1.8,9.6,52.4,24.9,29.9
KE026,48.0,90.0,40.0,6.0,54.0,18.2,0.9,18.4,1.8,7.1,43.8,20.4,21.3
KE026,90.0,140.0,40.0,12.0,48.0,18.2,0.9,27.9,2.1,7.0,38.2,30.0,25.3
KE027,0.0,24.0,74.0,13.0,13.0,18.2,0.9,26.0,1.9,7.6,26.8,7.1,28.9
KE027,24.0,45.0,59.0,11.0,30.0,18.2,0.9,15.9,2.0,2.7,22.1,26.2,25.1
KE027,45.0,69.0,53.0,9.0,38.0,18.2,0.9,28.8,1.7,4.1,60.0,21.2,29.5
KE027,69.0,96.0,49.0,11.0,40.0,18.2,0.9,24.2,2.1,12.4,33.8,27.8,33.0
KE027,96.0,115.0,48.0,11.0,41.0,18.2,0.9,25.7,2.1,10.7,27.7,22.8,29.0
KE028,0.0,14.0,63.0,9.0,28.0,18.2,0.9,19.4,1.5,7.6,50.0,6.9,34.5
KE028,14.0,40.0,56.0,6.0,38.0,18.2,0.9,12.9,1.5,7.3,49.7,6.5,48.4
KE028,40.0,80.0,53.0,6.0,41.0,18.2,0.9,26.6,1.5,3.4,49.9,6.8,34.2
KE028,80.0,120.0,51.0,6.0,43.0,18.2,0.9,19.5,1.5,12.1,50.3,6.6,21.3
KE029,0.0,18.0,78.0,8.0,14.0,18.2,0.9,19.3,1.8,12.6,47.5,16.0,20.2
KE029,18.0,49.0,44.0,7.0,49.0,18.2,0.9,19.7,1.3,7.7,32.5,10.5,20.1
KE029,49.0,90.0,50.8,6.5,42.5,18.2,0.9,19.8,1.7,7.1,56.6,15.3,19.9
KE029,90.0,130.0,31.0,5.0,64.0,18.2,0.9,19.6,1.9,2.5,54.7,20.8,20.2
KE030,0.0,17.0,77.0,9.0,14.0,18.2,0.9,15.7,1.7,9.2,54.1,17.8,44.8
KE030,17.0,36.0,55.0,7.0,38.0,18.2,0.9,20.5,1.8,8.5,58.8,17.8,47.7
KE030,36.0,63.0,47.0,10.0,43.0,18.2,0.9,16.0,1.8,10.7,49.0,17.8,45.6
KE030,63.0,115.0,43.0,8.0,49.0,18.2,0.9,11.1,1.7,9.6,53.5,17.8,42.7
KE031,0.0,18.0,81.0,10.0,9.0,18.2,0.9,11.5,1.7,11.6,21.9,12.2,36.5
KE031,18.0,35.0,74.0,10.0,16.0,18.2,0.9,18.5,1.9,12.7,20.6,17.9,36.2
KE031,35.0,57.0,60.0,10.0,30.0,18.2,0.9,18.8,1.5,9.9,22.1,24.6,41.2
KE031,57.0,80.0,71.0,9.0,20.0,18.2,0.9,19.2,1.7,10.4,23.1,12.8,38.5
KE031,80.0,130.0,62.0,11.0,27.0,18.2,0.9,26.6,1.6,5.6,22.1,22.2,29.7
KE032,0.0,17.0,27.0,63.0,10.0,18.2,0.9,23.3,2.0,3.7,47.6,24.6,28.2
KE032,17.0,45.0,35.0,59.0,6.0,18.2,0.9,23.1,2.1,3.4,28.8,14.8,28.3
KE032,45.0,75.0,16.0,79.0,5.0,18.2,0.9,22.8,1.8,3.6,56.8,9.4,23.3
KE032,75.0,105.0,56.0,40.0,4.0,18.2,0.9,23.3,1.6,3.7,57.2,16.8,33.2
KE032,105.0,160.0,71.0,26.0,3.0,18.2,0.9,23.0,1.7,3.7,47.4,15.9,28.6
KR003,0.0,13.0,35.0,35.0,30.0,7.0,1.0,19.3,1.8,11.9,56.0,15.8,34.8
KR003,13.0,29.0,32.0,44.0,24.0,9.0,1.1,28.8,1.7,4.1,60.0,11.8,34.8
KR003,29.0,45.0,36.0,43.0,21.0,10.0,1.0,29.8,2.3,8.1,50.5,13.9,38.3
KR003,45.0,81.0,59.0,25.0,16.0,7.0,1.0,26.0,1.5,8.3,43.4,13.3,34.9
KR003,81.0,127.0,65.0,22.0,13.0,7.0,1.0,26.3,2.0,7.7,42.5,16.2,30.3
KR003,127.0,180.0,76.0,15.0,9.0,8.0,1.0,26.3,2.0,7.2,52.3,10.4,36.7
KR004,0.0,14.0,38.0,45.0,17.0,17.0,1.0,16.8,2.2,8.7,37.1,26.0,36.4
KR004,14.0,33.0,36.0,45.0,19.0,23.0,1.0,15.1,1.7,7.4,36.4,24.1,29.7
KR004,33.0,60.0,42.0,35.0,23.0,52.0,1.0,15.8,1.9,5.2,37.2,23.8,23.2
KR004,60.0,100.0,53.0,28.0,19.0,81.0,1.4,15.8,1.6,6.6,39.0,22.2,29.7
KR005,0.0,10.0,19.0,41.0,40.0,5.0,1.0,27.4,2.1,6.0,49.4,10.7,48.6
KR005,10.0,24.0,15.0,49.0,36.0,2.0,1.0,29.4,1.9,6.1,28.6,20.5,49.0
KR005,24.0,41.0,10.0,48.0,42.0,3.8,1.0,26.4,1.9,7.4,59.1,23.9,48.6
KR005,41.0,66.0,9.0,33.0,58.0,3.1,1.0,25.9,1.9,5.6,52.0,13.5,49.1
KR005,66.0,110.0,11.0,31.0,58.0,3.9,1.0,21.4,1.8,6.0,29.6,16.7,48.6
KR006,0.0,26.0,93.0,5.0,2.0,18.2,0.9,25.6,1.7,5.6,52.3,24.0,27.9
KR006,26.0,81.0,99.0,1.0,3.1,18.2,0.9,29.6,1.9,14.0,50.0,20.7,28.2
KR006,81.0,135.0,96.0,3.0,1.0,18.2,0.9,15.0,1.9,8.1,41.7,20.7,28.7
KR006,135.0,190.0,74.0,21.0,5.0,18.2,0.9,10.9,2.0,7.0,55.5,17.4,28.3
KR007,0.0,10.0,10.0,64.0,26.0,18.2,1.5,29.8,1.9,3.7,20.9,14.7,38.3
KR007,10.0,20.0,11.0,61.0,28.0,18.2,1.5,23.5,1.9,8.1,21.5,15.2,31.0
KR007,20.0,43.0,5.0,51.0,44.0,18.2,1.6,12.6,1.3,5.6,21.2,15.5,42.4
KR007,43.0,73.0,4.0,52.0,44.0,18.2,1.6,28.2,1.6,12.5,21.0,14.7,21.9
KR007,73.0,100.0,5.0,52.0,43.0,18.2,1.6,23.5,1.3,8.6,21.3,15.4,31.2
KR007,100.0,150.0,9.0,51.0,40.0,18.2,1.6,22.1,1.8,11.5,20.8,15.4,23.3
KR008,0.0,14.0,11.0,71.0,18.0,18.2,1.4,25.0,1.6,12.2,21.2,23.1,25.4
KR008,14.0,22.0,9.0,68.0,23.0,18.2,1.0,20.2,2.2,9.0,33.2,23.3,24.7
KR008,22.0,40.0,5.0,62.0,33.0,18.2,1.8,16.3,1.7,11.7,30.2,22.8,25.1
KR008,40.0,70.0,3.0,67.0,30.0,18.2,1.7,26.6,2.0,14.4,21.7,23.0,25.5
KR008,70.0,125.0,4.0,68.0,28.0,18.2,1.6,11.5,2.1,11.5,55.9,23.0,25.1
KR009,0.0,12.0,10.0,55.0,35.0,18.2,1.4,21.5,1.6,7.7,41.5,14.4,41.2
KR009,12.0,21.0,11.0,52.0,37.0,18.2,1.6,18.0,1.7,7.8,46.6,14.4,41.8
KR009,21.0,51.0,3.0,51.0,46.0,18.2,1.6,22.2,2.1,7.4,46.0,7.5,41.7
KR009,51.0,72.0,1.0,45.0,54.0,18.2,1.6,27.1,1.6,7.9,48.3,28.3,41.4
KR009,72.0,85.0,2.0,40.0,58.0,18.2,1.6,26.6,1.6,7.5,45.5,13.9,29.7
KR009,85.0,105.0,4.5,51.6,44.3,18.2,1.5,21.4,1.6,9.6,37.9,14.1,44.7
KR009,105.0,114.0,2.0,54.0,44.0,18.2,1.0,25.3,1.7,7.8,53.6,14.6,49.8
KR009,114.0,135.0,4.4,61.0,39.0,18.2,1.5,11.7,2.0,6.5,48.1,7.3,42.5
KR010,0.0,13.0,21.0,54.0,25.0,7.0,1.0,23.0,2.4,10.7,38.5,20.3,21.3
KR010,13.0,29.0,18.0,46.0,36.0,14.0,1.0,25.3,1.7,11.1,38.6,21.7,26.4
KR010,29.0,54.0,10.0,50.0,40.0,4.0,1.0,25.5,2.1,11.0,29.6,12.3,25.2
KR010,54.0,94.0,9.0,49.0,42.0,1.0,1.0,15.8,2.3,11.4,38.6,9.8,25.2
KR010,94.0,119.0,23.0,39.0,38.0,1.0,1.0,14.5,1.6,7.7,38.4,29.3,24.9
KR010,119.0,159.0,56.0,22.0,22.0,9.0,1.0,18.5,2.1,11.1,38.7,23.2,24.9
KR010,159.0,190.0,66.0,21.0,13.0,10.0,1.0,20.9,1.8,12.9,47.2,28.1,26.9
KR011,0.0,13.0,16.0,55.0,29.0,0.7,1.4,19.2,2.1,2.9,34.3,9.7,29.8
KR011,13.0,27.0,5.0,51.0,44.0,1.3,1.6,10.1,2.0,7.5,20.3,27.8,30.3
KR011,27.0,54.0,8.0,55.0,37.0,1.5,1.6,19.2,1.7,6.8,50.6,6.0,29.8
KR011,54.0,77.0,20.0,33.0,47.0,1.1,1.4,19.8,1.7,8.9,36.2,11.6,23.0
KR011,77.0,95.0,27.0,33.0,40.0,1.0,1.4,28.4,1.6,8.5,48.3,13.7,35.9
KR011,95.0,115.0,39.0,28.0,33.0,1.0,1.3,26.0,1.9,7.6,26.8,7.1,31.8
KR011,115.0,170.0,52.0,31.0,17.0,0.7,1.2,13.5,2.1,9.4,35.9,27.2,30.2
KR012,0.0,9.0,5.0,62.0,33.0,18.2,1.5,20.2,1.6,8.8,39.7,29.0,46.5
KR012,9.0,15.0,5.0,61.0,34.0,18.2,1.5,14.8,1.8,9.7,59.0,29.9,31.7
KR012,15.0,32.0,5.0,61.0,34.0,18.2,1.1,27.1,2.1,7.4,28.1,21.8,39.0
KR012,32.0,66.0,18.0,55.0,27.0,18.2,1.4,19.2,1.6,11.8,32.3,6.0,39.5
KR012,66.0,125.0,29.0,52.0,19.0,18.2,1.5,16.0,2.1,9.1,40.2,23.3,39.1
KR012,125.0,145.0,32.0,50.0,18.0,18.2,1.0,20.8,2.0,9.2,40.1,21.3,39.0
KR013,0.0,26.0,90.0,8.0,2.0,18.2,0.9,18.6,1.5,8.2,40.5,8.7,33.9
KR013,26.0,55.0,98.0,1.0,1.0,18.2,0.9,19.1,1.5,7.8,40.5,8.5,34.0
KR013,55.0,85.0,97.0,2.0,1.0,18.2,0.9,11.2,1.5,7.7,40.5,8.4,34.3
KR014,0.0,12.0,53.0,29.0,18.0,1.0,1.0,14.3,2.0,2.8,36.3,16.8,41.9
KR014,12.0,25.0,56.0,24.0,20.0,1.0,1.3,14.3,1.8,6.9,29.9,18.8,42.4
KR014,25.0,77.0,54.0,24.0,22.0,1.0,1.5,24.6,1.8,6.6,41.9,8.4,34.7
KR014,77.0,104.0,54.0,24.0,22.0,1.0,1.6,16.5,1.8,8.8,48.7,22.7,49.3
KR014,104.0,165.0,54.0,24.0,22.0,1.0,1.6,10.0,2.1,8.2,36.1,16.3,41.8
KR014,165.0,220.0,57.0,21.0,22.0,1.5,1.6,21.3,2.1,6.8,23.0,17.1,41.8
KR015,0.0,10.0,43.0,37.0,20.0,35.0,1.0,11.5,1.9,5.5,53.6,18.7,33.5
KR015,10.0,24.0,49.0,31.0,20.0,30.0,1.0,13.7,1.5,5.0,38.6,18.7,47.4
KR015,24.0,29.0,36.0,30.0,34.0,81.0,1.5,15.0,2.1,5.3,45.9,18.4,23.9
KR015,29.0,39.0,43.1,33.2,24.3,48.4,1.4,12.8,1.8,5.3,46.1,18.9,27.7
KR016,0.0,20.0,50.0,32.0,18.0,5.0,1.0,21.9,1.4,7.9,57.1,25.1,27.4
KR016,20.0,45.0,58.0,30.0,12.0,6.0,1.0,18.5,1.6,10.3,47.8,13.0,22.2
KR016,45.0,83.0,65.0,25.0,10.0,9.0,1.0,15.7,1.8,6.1,47.6,11.6,24.7
KR016,83.0,106.0,88.0,9.0,3.0,7.0,0.9,17.8,2.0,14.7,38.4,16.3,25.0
KR016,106.0,135.0,68.0,23.0,9.0,15.0,1.0,16.8,1.6,11.1,48.2,16.2,24.4
KR017,0.0,11.0,67.0,20.0,13.0,9.0,1.0,16.6,2.1,9.1,43.2,21.5,40.3
KR017,11.0,35.0,61.0,21.0,18.0,11.0,1.0,21.6,2.1,9.5,43.3,30.0,34.6
KR017,35.0,58.0,61.0,17.0,22.0,12.0,1.0,16.3,2.1,10.7,57.6,20.9,39.1
KR017,58.0,83.0,65.0,15.0,20.0,5.0,1.0,11.3,1.9,9.5,43.3,7.1,24.9
KR017,83.0,103.0,69.0,14.0,17.0,6.0,1.0,16.3,2.2,10.2,29.4,24.7,33.7
KR017,103.0,137.0,75.0,12.0,13.0,7.0,1.0,13.0,1.9,10.4,51.8,21.8,34.3
KR017,137.0,175.0,72.0,14.0,14.0,5.0,1.0,19.1,2.0,10.2,34.8,23.8,34.0
LB001,0.0,10.0,9.0,40.0,51.0,18.2,0.9,23.5,1.9,8.2,35.1,25.8,46.7
LB001,10.0,35.0,11.0,40.0,49.0,18.2,0.9,21.9,1.6,6.3,34.9,25.4,37.2
LB001,35.0,55.0,15.0,42.0,43.0,18.2,0.9,20.2,1.4,6.3,34.8,23.8,36.9
LB001,55.0,75.0,11.8,41.0,47.2,18.2,0.9,15.0,2.1,13.5,35.3,29.1,27.2
LB002,0.0,14.0,9.0,20.0,71.0,18.2,0.9,30.0,2.2,6.6,35.4,21.4,41.5
LB002,14.0,39.0,8.0,16.0,76.0,18.2,0.9,27.0,2.0,7.5,40.4,13.5,34.8
LB002,39.0,80.0,15.0,13.0,72.0,18.2,0.9,27.5,2.6,9.3,31.9,21.1,38.0
LB002,80.0,100.0,10.9,16.4,72.9,18.2,0.9,24.5,1.8,4.8,55.0,29.4,38.0
LS013,0.0,23.0,50.0,32.0,18.0,18.2,1.4,17.7,2.2,8.6,59.7,27.2,40.0
LS013,23.0,39.0,44.0,30.0,26.0,18.2,1.5,18.4,2.2,9.3,52.9,15.2,31.8
LS013,39.0,56.0,43.0,29.0,28.0,18.2,1.5,19.6,1.9,9.1,54.7,15.2,39.7
LS013,56.0,70.0,38.0,27.0,35.0,18.2,1.4,10.6,1.8,8.5,59.6,5.8,34.2
LS013,70.0,100.0,32.0,17.0,51.0,18.2,1.6,18.6,1.9,9.2,53.0,15.3,35.8
LS013,100.0,131.0,27.0,18.0,55.0,18.2,1.4,17.6,1.7,8.5,48.0,15.8,36.8
LS013,131.0,180.0,27.0,17.0,56.0,18.2,1.4,18.2,2.0,8.9,41.6,15.9,35.5
LS013,180.0,205.0,32.0,23.0,45.0,18.2,1.8,24.1,2.0,8.4,52.0,13.5,32.0
LS014,0.0,23.0,49.0,27.0,24.0,18.2,1.5,29.4,2.2,6.8,56.7,14.7,39.2
LS014,23.0,54.0,46.0,23.0,31.0,18.2,1.7,26.9,2.0,2.7,22.1,15.2,39.8
LS014,54.0,86.0,50.0,25.0,25.0,18.2,1.7,26.8,2.6,2.3,40.0,14.8,39.9
LS014,86.0,110.0,52.0,30.0,18.0,18.2,1.6,23.4,2.1,13.4,48.9,14.8,34.2
LS014,110.0,153.0,84.0,11.0,5.0,18.2,1.4,26.9,2.2,11.9,41.6,14.7,44.8
LS015,0.0,25.0,50.0,26.0,24.0,18.2,1.6,14.4,2.1,7.8,37.5,17.3,31.0
LS015,25.0,49.0,37.0,24.0,39.0,18.2,1.7,13.8,2.0,12.9,38.3,24.8,31.4
LS015,49.0,102.0,54.0,23.0,23.0,18.2,1.7,14.6,2.0,7.6,39.0,24.9,44.3
LS015,102.0,138.0,57.0,24.0,19.0,18.2,1.6,14.5,1.8,7.4,31.0,27.6,29.3
LS015,138.0,176.0,67.0,23.0,10.0,18.2,1.4,13.9,1.9,2.3,43.9,28.3,22.1
LS016,0.0,18.0,71.0,21.0,8.0,18.2,1.6,17.2,2.2,7.9,39.5,15.0,36.4
LS016,18.0,35.0,65.0,22.0,13.0,18.2,1.6,18.2,1.9,7.9,38.6,19.7,36.6
LS016,35.0,60.0,61.0,21.0,18.0,18.2,1.6,16.9,1.9,11.9,22.0,7.9,48.2
LS016,60.0,105.0,57.0,21.0,22.0,18.2,1.6,16.3,1.8,8.0,40.0,21.1,36.6
LS016,105.0,145.0,46.0,17.0,37.0,18.2,1.5,19.2,1.8,3.8,54.7,14.2,36.6
LS016,154.0,165.0,53.0,23.0,24.0,18.2,1.3,18.6,1.8,8.1,44.1,14.5,24.6
LS016,165.0,175.0,59.0,20.4,20.3,18.2,1.2,11.3,1.7,8.3,40.0,7.1,35.9
LS017,0.0,19.0,69.0,18.0,13.0,18.2,1.6,25.0,1.6,9.1,21.2,18.8,24.3
LS017,19.0,53.0,56.0,19.0,25.0,18.2,1.5,25.1,2.0,9.7,30.4,15.0,31.3
LS017,53.0,67.0,44.0,16.0,40.0,18.2,1.5,22.1,1.8,4.3,29.5,16.0,35.4
LS017,67.0,91.0,51.0,19.0,30.0,18.2,1.4,23.4,2.1,13.4,48.9,16.1,34.2
LS017,91.0,103.0,54.0,21.0,25.0,18.2,1.4,28.9,1.8,9.1,30.6,16.4,43.7
LS017,103.0,123.0,43.0,25.0,32.0,18.2,1.4,10.9,2.0,6.9,30.3,5.4,29.8
LS017,123.0,134.0,39.0,24.0,37.0,18.2,1.6,18.0,1.9,12.3,22.3,16.2,31.7
LS017,134.0,159.0,36.0,21.0,43.0,18.2,1.6,25.2,1.7,8.8,30.9,25.4,22.3
LS018,0.0,16.0,53.0,33.0,14.0,18.2,1.5,22.7,1.6,13.4,48.9,19.8,34.2
LS018,16.0,30.0,55.0,35.0,10.0,18.2,1.6,16.2,2.0,10.7,44.6,27.2,28.6
LS018,30.0,45.0,57.0,34.0,9.0,18.2,1.5,29.0,2.1,11.8,30.3,16.9,45.4
LS018,45.0,77.0,32.0,23.0,45.0,18.2,1.9,22.4,2.4,10.5,59.3,24.5,34.6
LS018,77.0,115.0,32.0,22.0,46.0,18.2,1.8,22.8,2.2,6.8,32.6,20.0,42.2
LS018,115.0,155.0,31.0,21.0,48.0,18.2,1.9,22.8,1.9,10.8,52.8,9.7,23.2
LS019,0.0,21.0,70.0,21.0,9.0,18.2,1.6,17.2,1.7,8.8,30.5,18.2,35.9
LS019,21.0,39.0,68.0,22.0,10.0,18.2,1.4,26.5,2.1,8.4,41.3,5.9,44.5
LS019,39.0,69.0,63.0,20.0,17.0,18.2,1.5,13.8,2.3,8.9,36.8,28.7,33.1
LS019,69.0,98.0,39.0,20.0,41.0,18.2,1.6,10.2,1.9,7.5,36.3,18.1,36.1
LS019,98.0,109.0,43.0,19.0,38.0,18.2,1.6,16.1,2.1,7.7,30.3,27.9,46.3
LS019,109.0,129.0,48.0,30.0,22.0,18.2,1.7,16.5,1.6,2.2,36.4,17.7,36.3
LS019,129.0,149.0,52.0,35.0,13.0,18.2,1.9,13.9,1.6,11.7,36.5,18.7,24.8
LS019,149.0,155.0,43.0,31.0,26.0,18.2,1.3,15.9,2.0,8.1,43.4,8.2,31.7
LS020,0.0,16.0,48.0,27.0,25.0,18.2,1.8,23.5,2.1,4.7,37.1,7.4,49.4
LS020,16.0,30.0,39.0,23.0,38.0,18.2,1.5,21.6,1.9,4.3,57.3,12.1,43.1
LS020,30.0,45.0,25.0,20.0,55.0,18.2,1.5,21.7,1.9,4.6,47.2,8.5,42.5
LS020,45.0,84.0,16.0,20.0,64.0,18.2,1.3,19.3,2.1,4.5,40.9,6.2,33.9
LS020,84.0,108.0,24.0,26.0,50.0,18.2,1.2,21.3,2.1,4.1,45.2,8.2,45.5
LS020,108.0,160.0,33.0,26.0,41.0,18.2,1.2,21.0,2.0,4.3,45.6,8.6,42.7
LS021,0.0,20.0,42.0,37.0,21.0,18.2,1.4,23.2,2.3,10.0,30.2,15.9,46.3
LS021,20.0,34.0,41.0,38.0,21.0,18.2,1.4,19.4,1.9,14.5,34.2,20.8,36.4
LS021,34.0,55.0,37.0,34.0,29.0,18.2,1.4,20.0,2.1,10.7,29.6,11.1,36.5
LS021,55.0,79.0,35.0,32.0,33.0,18.2,1.5,19.6,1.6,10.1,29.4,15.8,36.9
LS021,79.0,98.0,21.0,20.0,59.0,18.2,1.5,16.2,1.8,10.6,29.6,16.2,32.8
LS021,97.0,180.0,12.0,21.0,67.0,18.2,1.4,19.5,1.9,6.1,25.2,16.5,31.3
LS022,0.0,12.0,7.0,42.0,51.0,18.2,1.6,20.8,1.5,8.2,27.8,12.3,33.1
LS022,12.0,52.0,8.0,32.0,60.0,18.2,1.8,16.8,2.1,5.4,27.4,29.9,48.9
LS022,52.0,93.0,10.0,31.0,59.0,18.2,1.8,20.3,1.7,5.2,27.7,21.0,48.5
LS022,93.0,144.0,12.0,33.0,55.0,18.2,1.8,24.2,2.1,2.4,27.6,19.9,45.6
LS022,144.0,160.0,24.0,39.0,37.0,18.2,1.7,20.7,1.9,5.4,27.5,21.0,37.0
LS023,0.0,16.0,22.0,35.0,43.0,18.2,1.2,19.3,1.8,9.2,49.6,21.1,34.0
LS023,16.0,43.0,18.0,32.0,50.0,18.2,1.3,15.8,1.9,8.8,49.5,21.6,42.5
LS023,43.0,64.0,17.0,29.0,54.0,18.2,1.4,19.4,1.4,8.2,49.5,28.5,33.1
LS023,64.0,88.0,16.0,30.0,54.0,18.2,1.4,29.5,2.0,8.7,55.8,11.4,39.8
LS023,88.0,114.0,24.0,32.0,44.0,18.2,1.4,18.6,1.9,11.2,44.1,19.6,34.2
LS023,114.0,131.0,40.0,29.0,31.0,18.2,1.4,18.6,1.6,9.2,50.2,22.2,34.9
LS023,131.0,146.0,58.0,26.0,16.0,18.2,1.3,18.9,2.1,7.6,49.7,29.0,22.5
LS023,146.0,165.0,72.0,21.0,7.0,18.2,1.2,12.0,1.6,8.7,49.5,21.6,34.2
LS024,0.0,21.0,29.0,32.0,39.0,18.2,1.2,17.0,1.9,12.4,44.9,23.4,37.8
LS024,21.0,34.0,24.0,28.0,48.0,18.2,1.3,14.9,1.6,13.0,44.6,23.8,40.1
LS024,34.0,77.0,10.0,29.0,61.0,18.2,1.4,17.5,1.7,13.4,40.4,23.6,38.1
LS024,77.0,112.0,12.0,37.0,51.0,18.2,1.3,19.8,2.0,11.9,49.2,24.7,38.1
LS024,112.0,148.0,17.0,30.0,53.0,18.2,1.3,17.4,1.6,12.9,37.6,23.3,36.1
LS024,148.0,165.0,20.0,34.0,46.0,18.2,1.2,17.6,2.3,12.9,23.7,22.3,37.8
LS025,0.0,21.0,29.0,36.0,35.0,18.2,1.5,24.5,1.9,7.7,43.8,19.1,34.2
LS025,21.0,36.0,45.0,29.0,26.0,18.2,1.5,24.9,1.5,7.2,44.3,19.1,34.4
LS025,36.0,59.0,48.0,29.0,23.0,18.2,1.4,24.2,2.1,2.3,43.9,28.3,34.8
LS025,59.0,72.0,32.0,39.0,29.0,18.2,1.4,26.3,2.1,7.4,43.5,19.2,35.1
LS025,72.0,88.0,33.0,33.0,34.0,18.2,1.5,29.9,2.0,7.0,44.3,19.3,32.4
LS025,88.0,109.0,49.0,27.0,24.0,18.2,1.5,24.4,2.0,7.1,43.7,13.4,28.5
LS025,109.0,135.0,15.0,34.0,51.0,18.2,1.6,18.5,2.1,11.6,44.3,17.4,34.7
LS025,135.0,165.0,15.0,32.0,53.0,18.2,1.6,23.8,1.5,7.5,44.3,19.7,43.0
LS026,0.0,19.0,79.0,13.0,8.0,18.2,1.5,19.3,2.0,4.2,22.6,15.6,32.1
LS026,19.0,39.0,66.0,17.0,17.0,18.2,1.6,19.3,1.8,4.7,24.2,15.4,23.9
LS026,39.0,74.0,63.0,18.0,19.0,18.2,1.6,19.3,2.1,4.5,21.2,13.9,24.4
LS026,74.0,102.0,65.0,15.0,20.0,18.2,1.6,16.4,2.2,4.5,22.6,20.4,27.1
LS026,102.0,160.0,55.0,14.0,31.0,18.2,1.5,21.9,2.0,4.0,23.1,12.1,27.1
LS027,0.0,16.0,26.0,55.0,19.0,18.2,0.9,25.8,1.6,9.7,24.6,6.8,24.7
LS027,16.0,28.0,41.0,49.0,10.0,18.2,1.2,25.5,1.8,9.9,44.0,23.9,36.2
LS027,28.0,62.0,67.0,23.0,10.0,18.2,1.6,29.6,1.7,8.5,42.5,20.7,39.9
LS027,62.0,113.0,31.0,49.0,20.0,18.2,1.3,21.1,1.9,11.6,37.7,20.2,45.4
LS027,113.0,149.0,31.0,48.0,21.0,18.2,1.3,25.5,1.8,10.4,48.7,22.7,36.5
LS027,149.0,165.0,35.0,44.0,21.0,18.2,1.2,24.9,2.1,10.4,28.0,28.0,35.8
MA021,0.0,10.0,32.0,37.0,31.0,18.2,1.5,20.8,2.1,9.9,53.6,26.8,24.4
MA021,10.0,20.0,30.0,34.0,36.0,18.2,1.0,20.8,1.7,8.9,53.4,26.1,23.0
MA021,20.0,30.0,30.0,31.0,39.0,18.2,1.3,20.8,1.9,10.2,53.6,26.5,29.2
MA021,30.0,45.0,30.0,30.0,40.0,18.2,1.3,20.8,2.0,4.0,53.1,27.5,25.7
MA021,45.0,47.0,30.7,32.8,36.6,18.2,1.9,20.8,1.9,14.7,53.1,26.3,25.1
MA021,47.0,60.0,30.2,33.2,36.4,18.2,1.4,20.8,1.7,12.9,53.7,25.1,26.0
